,battery_setpoints,SoC_prediction,peak_load_prediction,grid_load_prediction,total_load_prediction,net_grid_react_power_prediction,inject_grid_react_power_prediction,battery_react_power_prediction,grid_power_factor_prediction,grid_power_factor_unadj_prediction
0,11.504526668219423,1188.4954733317807,197.81380338711526,197.81380220178056,209.31832887,2.1200252830776884,138.46966154124638,-136.3496362581687,0.9999425749355793,0.8192319948762414
1,11.086090328219274,1177.4093830035615,197.81380338711526,197.81380220178067,208.89989252999996,2.2471295917914285,138.46966154124647,-136.22253194945503,0.9999354834659488,0.8192319954963619
2,10.468305083219239,1166.9410779203422,197.81380338711526,197.81380220178073,208.282107285,2.2471067601695327,138.4696615412465,-136.22255478107698,0.9999354847768364,0.8192319927335564
3,10.468305083219217,1156.4727728371229,197.81380338711526,197.8138022017808,208.282107285,2.247106681536017,138.46966154124655,-136.22255485971053,0.9999354847813512,0.8192319962252528
4,10.468305083219168,1146.0044677539038,197.81380338711526,197.81380220178082,208.282107285,2.2471064659715285,138.46966154124655,-136.222555075275,0.9999354847937278,0.8192319976706435
5,12.247657448219165,1133.7568103056847,197.81380338711526,197.81380220178085,210.06145965000002,2.2471766397482504,138.46966154124658,-136.22248490149832,0.9999354807646279,0.8192319940574936
6,35.164453973219146,1098.5923563324654,197.81380338711526,197.81380220178087,232.978256175,2.249067279466891,138.4696615412466,-136.2205942617797,0.9999353721642522,0.8192319843255866
7,59.8657185546082,1038.7266377778574,197.81380338711526,195.68561370539177,255.55133225999998,1.8815183396221737,136.97992959377424,-135.09841125415207,0.9999537790353146,0.8192319813703952
8,63.54364567641006,975.1829921014472,197.81380338711526,195.36579395859,258.909439635,1.8757779716170797,136.756055771013,-134.88027779939588,0.999953910097876,0.8192319784846345
9,63.70877613126644,911.4742159701808,197.81380338711526,195.3514347887336,259.06021092000003,1.8755366003256713,136.74600435211352,-134.87046775178783,0.9999539151841539,0.8192319825324149
10,62.43581974237337,849.0383962278074,197.81380338711526,195.46212664762666,257.89794639,1.8774300571341895,136.82348865333864,-134.94605859620447,0.9999538743767994,0.8192319810244612
11,60.09480809940895,788.9435881283985,197.81380338711526,195.66569287559102,255.76050097499999,1.8811373665035027,136.9659850129137,-135.0848476464102,0.9999537883423469,0.8192319825002383
12,59.87363135960126,729.0699567687972,197.81380338711526,195.6849256353987,255.55855699499998,1.8815051210516542,136.97944794477908,-135.09794282372744,0.9999537793596972,0.8192319795640021
13,59.92967764455262,669.1402791242446,197.81380338711526,195.6800520454474,255.60972969000002,1.8814116170419215,136.97603643181318,-135.09462481477127,0.9999537816512879,0.8192319816825204
14,59.929677644552626,609.210601479692,197.81380338711526,195.6800520454474,255.60972969000002,1.881411617043052,136.97603643181318,-135.09462481477013,0.9999537816512878,0.8192319822947841
15,59.92967764455261,549.2809238351393,197.81380338711526,195.6800520454474,255.60972969000002,1.8814116170463167,136.97603643181318,-135.09462481476686,0.9999537816512878,0.8192319816066465
16,59.929677644552605,489.3512461905867,197.81380338711526,195.6800520454474,255.60972969000002,1.8814116170475013,136.97603643181318,-135.09462481476567,0.9999537816512877,0.8192319788577623
17,58.60586687570368,430.74537931488305,197.81380338711526,195.7951660242963,254.4010329,1.8836808709000337,137.0566162170074,-135.17293534610735,0.9999537245575506,0.8192319826520734
18,35.39155174595412,395.3538275689289,197.81380338711526,197.81380210404592,233.20535385000002,2.249093206037567,138.46966147283214,-136.22056826679457,0.9999353706743038,0.8192319867063927
19,19.93110027821915,375.42272729070976,197.81380338711526,197.81380220178085,217.74490248,2.2476065005699377,138.46966154124658,-136.22205504067665,0.9999354560809797,0.8192319916569726
20,19.436075153219132,355.98665213749064,197.81380338711526,197.81380220178085,217.24987735499997,2.2475726425938367,138.46966154124658,-136.22208889865274,0.9999354580253578,0.819231991773701
21,18.821553938219196,337.1650981992714,197.81380338711526,197.81380220178082,216.63535614,2.2475318548893557,138.46966154124655,-136.2221296863572,0.9999354603676538,0.8192319907352158
22,18.58254999821922,318.58254820105225,197.81380338711526,197.8138022017808,216.3963522,2.2475164507513457,138.46966154124655,-136.2221450904952,0.999935461252249,0.8192319918558196
23,18.58254999821929,300.0,197.81380338711526,197.8138022017807,216.3963522,2.24751670308632,138.4696615412465,-136.22214483816018,0.9999354612377584,0.8192319926258989
